name,price,description,review_count,avg_rating,scraped_at,color,brand,currency,url,availability
Grand Court Lifestyle Tennis Lace-Up Shoes,55,, 663,4.8,2023-12-13 11:28:06,Core Black / Cloud White / Core Black,Adidas,USD,https://www.adidas.com//us/grand-court-lifestyle-tennis-lace-up-shoes/GW6503.html,INSTOCK
OZWEEGO Shoes,70,, 365,4.9,2023-12-13 11:28:10,Crystal White / Cloud White / Off White,Adidas,USD,https://www.adidas.com//us/ozweego-shoes/EF6301.html,INSTOCK
X_PLR Shoes,49,, 79,4.8,2023-12-13 11:28:13,Bliss / Simple Brown / Simple Brown,Adidas,USD,https://www.adidas.com//us/x_plr-shoes/EE8876.html,INSTOCK
Trae Unlimited Basketball Shoes,80,, 19,4.5,2023-12-13 11:28:18,Wonder Beige / Grey Five / Wonder White,Adidas,USD,https://www.adidas.com//us/trae-unlimited-basketball-shoes/IE9351.html,INSTOCK
FortaRun 2.0 Cloudfoam Lace Shoes,60,,,"(None,)",2023-12-13 11:28:23,Dark Blue / Silver Metallic / Semi Flash Aqua F23,Adidas,USD,https://www.adidas.com//us/fortarun-2.0-cloudfoam-lace-shoes/IE1082.html,INSTOCK
NMD_R1 V2 Shoes,91,, 41,4.8,2023-12-13 11:28:25,Almost Blue F22 / Altered Blue S22 / Vivid Red S21,Adidas,USD,https://www.adidas.com//us/nmd_r1-v2-shoes/FZ6234.html,INSTOCK
Samba OG Shoes Kids,60,,,"(None,)",2023-12-13 11:28:29,Core Black / Cloud White / Gum,Adidas,USD,https://www.adidas.com//us/samba-og-shoes-kids/IE3680.html,INSTOCK
Predator Accuracy.3 Turf Soccer Shoes,46,, 109,4.6,2023-12-13 11:28:32,Team Solar Orange / Core Black / Core Black,Adidas,USD,https://www.adidas.com//us/predator-accuracy.3-turf-soccer-shoes/GW7079.html,INSTOCK
Forum Low Shoes,49,, 8,4.9,2023-12-13 11:28:37,Cloud White / Core Black / Pulse Magenta F22,Adidas,USD,https://www.adidas.com//us/forum-low-shoes/GY9106.html,INSTOCK
Trae Young 3 Basketball Shoes,120,,,"(None,)",2023-12-13 11:28:39,Core Black / Solar Red / Core Black,Adidas,USD,https://www.adidas.com//us/trae-young-3-basketball-shoes/IF2114.html,INSTOCK
RunFalcon 3.0 Hook-and-Loop Shoes,40,, 116,4.9,2023-12-13 11:28:43,Core Black / Cloud White / Core Black,Adidas,USD,https://www.adidas.com//us/runfalcon-3.0-hook-and-loop-shoes/HP5863.html,INSTOCK
RunFalcon 3.0 Hook-and-Loop Shoes,40,, 116,4.9,2023-12-13 11:28:48,Green Spark S24 / Core Black / Putty Grey S24,Adidas,USD,https://www.adidas.com//us/runfalcon-3.0-hook-and-loop-shoes/IE5903.html,INSTOCK
Ultraboost 1.0 Shoes Kids,96,,,"(None,)",2023-12-13 11:28:53,Halo Silver / Cloud White / Silver Metallic,Adidas,USD,https://www.adidas.com//us/ultraboost-1.0-shoes-kids/IG9888.html,INSTOCK
TERREX Hyperhiker Low Hiking Shoes,52,, 184,4.8,2023-12-13 11:28:58,Wonder Steel F22 / Grey Three / Impact Orange F22,Adidas,USD,https://www.adidas.com//us/terrex-hyperhiker-low-hiking-shoes/IF5701.html,INSTOCK
NMD Shoes,50,, 12,4.1,2023-12-13 11:29:01,Cloud White / Cloud White / Core White,Adidas,USD,https://www.adidas.com//us/nmd-shoes/HQ1651.html,INSTOCK
Predator Accuracy.3 Laceless Firm Ground Soccer Cleats,75,, 99,4.4,2023-12-13 11:29:04,Cloud White / Core Black / Lucid Lemon,Adidas,USD,https://www.adidas.com//us/predator-accuracy.3-laceless-firm-ground-soccer-cleats/IF2265.html,INSTOCK
UBOUNCE DNA C,65,,,"(None,)",2023-12-13 11:29:08,Core Black / Core Black / Core Black,Adidas,USD,https://www.adidas.com//us/ubounce-dna-c/IF6805.html,INSTOCK
Swift Run 22 Shoes,42,, 501,4.5,2023-12-13 11:29:12,True Pink / Cloud White / Vivid Pink,Adidas,USD,https://www.adidas.com//us/swift-run-22-shoes/GW8177.html,INSTOCK
Ultraboost Light Running Shoes,72,, 28,4.4,2023-12-13 11:29:17,Core Black / Core Black / Core Black,Adidas,USD,https://www.adidas.com//us/ultraboost-light-running-shoes/H06358.html,INSTOCK
Forum Low Shoes,70,, 49,4.7,2023-12-13 11:29:21,Cloud White / Cloud White / Cloud White,Adidas,USD,https://www.adidas.com//us/forum-low-shoes/FY7981.html,INSTOCK
Stan Smith Shoes,55,, 66,4.8,2023-12-13 11:29:23,Cloud White / Cloud White / Green,Adidas,USD,https://www.adidas.com//us/stan-smith-shoes/FX7524.html,INSTOCK
Predator Accuracy.3 Firm Ground Soccer Cleats,65,, 62,4.8,2023-12-13 11:29:29,Bright Royal / Cloud White / Bliss Blue,Adidas,USD,https://www.adidas.com//us/predator-accuracy.3-firm-ground-soccer-cleats/IE9503.html,INSTOCK
X Crazyfast.3 Firm Ground Soccer Cleats,70,, 196,4.8,2023-12-13 11:29:32,Cloud White / Cloud White / Cloud White,Adidas,USD,https://www.adidas.com//us/x-crazyfast.3-firm-ground-soccer-cleats/ID9353.html,INSTOCK
Adifom SLTN Shoes,56,, 114,4.8,2023-12-13 11:29:33,Cloud White / Beam Pink / Grey One,Adidas,USD,https://www.adidas.com//us/adifom-sltn-shoes/FZ5645.html,INSTOCK
Ozelia Shoes,70,, 244,4.8,2023-12-13 11:29:39,Clear Pink / Core Black / Clear Pink,Adidas,USD,https://www.adidas.com//us/ozelia-shoes/GW8132.html,INSTOCK
Swift Run 22 Shoes,42,, 501,4.5,2023-12-13 11:29:41,Cloud White / Core Black / Grey One,Adidas,USD,https://www.adidas.com//us/swift-run-22-shoes/GW8179.html,INSTOCK
Superstar Shoes,45,, 400,4.8,2023-12-13 11:29:44,Core Black / Cloud White / Core Black,Adidas,USD,https://www.adidas.com//us/superstar-shoes/EF5396.html,INSTOCK
Superstar 360 Shoes,42,,,"(None,)",2023-12-13 11:29:50,Core Black / Cloud White / Core Black,Adidas,USD,https://www.adidas.com//us/superstar-360-shoes/HQ4063.html,INSTOCK
Kaptir 3.0 Shoes Kids,70,, 49,4.2,2023-12-13 11:29:53,Cloud White / Core Black / Cloud White,Adidas,USD,https://www.adidas.com//us/kaptir-3.0-shoes-kids/IE2609.html,INSTOCK
Superstar Shoes Kids,75,, 7,5.0,2023-12-13 11:29:55,Cloud White / Supplier Colour / Silver Dawn,Adidas,USD,https://www.adidas.com//us/superstar-shoes-kids/IG0239.html,INSTOCK
Trae Unlimited Basketball Shoes,80,, 19,4.5,2023-12-13 11:29:59,Dash Grey / Metal Grey / Bright Blue,Adidas,USD,https://www.adidas.com//us/trae-unlimited-basketball-shoes/IG0702.html,INSTOCK
NMD 360 Shoes,65,, 265,4.8,2023-12-13 11:30:03,Core Black / Silver Metallic / Cloud White,Adidas,USD,https://www.adidas.com//us/nmd-360-shoes/GX3314.html,INSTOCK
X_PLRBOOST Shoes Juniors,78,, 20,4.8,2023-12-13 11:30:06,Dash Grey / Core Black / Lucid Lemon,Adidas,USD,https://www.adidas.com//us/x_plrboost-shoes-juniors/IF0628.html,INSTOCK
Pureboost 22 Running Shoes,60,, 17,4.8,2023-12-13 11:30:10,Core Black / Cloud White / Carbon,Adidas,USD,https://www.adidas.com//us/pureboost-22-running-shoes/GZ2599.html,INSTOCK
X_PLRBOOST Shoes Juniors,130,, 20,4.8,2023-12-13 11:30:14,Cloud White / Crystal White / Cloud White,Adidas,USD,https://www.adidas.com//us/x_plrboost-shoes-juniors/IE6904.html,INSTOCK
Ubounce DNA Shoes Kids,75,,,"(None,)",2023-12-13 11:30:16,Cloud White / Cloud White / Core Black,Adidas,USD,https://www.adidas.com//us/ubounce-dna-shoes-kids/IG1642.html,INSTOCK
Forum Bold Shoes,70,,,"(None,)",2023-12-13 11:30:20,Almost Pink S22 / Cloud White / Almost Pink S22,Adidas,USD,https://www.adidas.com//us/forum-bold-shoes/HQ6846.html,INSTOCK
X_PLR Shoes,39,, 82,4.9,2023-12-13 11:30:23,Cloud White / Cloud White / Cloud White,Adidas,USD,https://www.adidas.com//us/x_plr-shoes/CQ3132.html,INSTOCK
AdiFOM Superstar 360 Shoes Kids,50,, 3,4.7,2023-12-13 11:30:29,Wonder Beige F23 / Wonder Beige F23 / Solar Orange,Adidas,USD,https://www.adidas.com//us/adifom-superstar-360-shoes-kids/IG0225.html,INSTOCK
Altaventure Sport Swim Sandals,31,, 166,4.9,2023-12-13 11:30:32,Core Black / Cloud White / Halo Silver,Adidas,USD,https://www.adidas.com//us/altaventure-sport-swim-sandals/GV7812.html,INSTOCK
Copa Pure II League Firm Ground Cleats,55,,,"(None,)",2023-12-13 11:30:34,Core Black / Carbon / Grey One,Adidas,USD,https://www.adidas.com//us/copa-pure-ii-league-firm-ground-cleats/IE7495.html,INSTOCK
Harden Volume 7 Basketball Shoes,98,, 8,4.9,2023-12-13 11:30:36,Crew Yellow S21 / Core Black / Crew Yellow S21,Adidas,USD,https://www.adidas.com//us/harden-volume-7-basketball-shoes/HQ3445.html,INSTOCK
Superstar Shoes Kids,59,, 4,5.0,2023-12-13 11:30:45,Cloud White / Supplier Colour / Silver Dawn,Adidas,USD,https://www.adidas.com//us/superstar-shoes-kids/IG0259.html,INSTOCK
Superstar XLG Shoes Kids,90,, 3,5.0,2023-12-13 11:30:45,Collegiate Burgundy / Cloud White / Collegiate Navy,Adidas,USD,https://www.adidas.com//us/superstar-xlg-shoes-kids/IG0287.html,INSTOCK
Grand Court 2.0 Shoes Kids,40,, 2,5.0,2023-12-13 11:30:47,Cloud White / Core Black / Cloud White,Adidas,USD,https://www.adidas.com//us/grand-court-2.0-shoes-kids/ID5271.html,INSTOCK
Swift Run 1.0 Shoes Kids,49,, 162,4.7,2023-12-13 11:30:50,Core Black / Core Black / Cloud White,Adidas,USD,https://www.adidas.com//us/swift-run-1.0-shoes-kids/IF2974.html,INSTOCK
X_PLRPHASE Shoes Kids,80,, 53,4.6,2023-12-13 11:30:54,Cloud White / Cloud White / Core Black,Adidas,USD,https://www.adidas.com//us/x_plrphase-shoes-kids/IF2759.html,INSTOCK
adidas x LEGO® Tech RNR Elastic Lace and Top Strap Shoes,72,, 115,4.7,2023-12-13 11:30:55,Core Black / Silver Metallic / Eqt Yellow,Adidas,USD,https://www.adidas.com//us/adidas-x-lego-tech-rnr-elastic-lace-and-top-strap-shoes/ID9525.html,INSTOCK
Superstar Shoes,55,, 360,4.8,2023-12-13 11:30:58,Cloud White / Core Black / Cloud White,Adidas,USD,https://www.adidas.com//us/superstar-shoes/EF4838.html,INSTOCK
TERREX Hyperhiker Mid Hiking Shoes,70,, 246,4.8,2023-12-13 11:31:02,Wonder Steel F22 / Grey Three / Impact Orange F22,Adidas,USD,https://www.adidas.com//us/terrex-hyperhiker-mid-hiking-shoes/IF5700.html,INSTOCK
Superstar Shoes,63,, 1,4.0,2023-12-13 11:31:03,Cloud White / Beam Pink / Core Black,Adidas,USD,https://www.adidas.com//us/superstar-shoes/HR0317.html,INSTOCK
Ultraboost 22 Running Shoes,112,, 57,4.6,2023-12-13 11:31:08,Core Black / Core Black / Cloud White,Adidas,USD,https://www.adidas.com//us/ultraboost-22-running-shoes/GX9783.html,INSTOCK
Cross 'Em Up Select Basketball Shoes,55,, 1,5.0,2023-12-13 11:31:12,Core Black / Cloud White / Grey Three,Adidas,USD,https://www.adidas.com//us/cross-em-up-select-basketball-shoes/IE9244.html,INSTOCK
Superstar XLG Shoes Kids,81,, 22,4.6,2023-12-13 11:31:16,Cloud White / Blue / Cloud White,Adidas,USD,https://www.adidas.com//us/superstar-xlg-shoes-kids/IG0289.html,INSTOCK
X_PLR Phase Shoes Kids,50,,,"(None,)",2023-12-13 11:31:18,Cloud White / Cloud White / Core Black,Adidas,USD,https://www.adidas.com//us/x_plr-phase-shoes-kids/IG1523.html,INSTOCK
Superstar XLG Shoes Kids,68,, 2,5.0,2023-12-13 11:31:23,Cloud White / Blue / Cloud White,Adidas,USD,https://www.adidas.com//us/superstar-xlg-shoes-kids/IF8427.html,INSTOCK
Swift Run 22 Shoes,56,, 501,4.5,2023-12-13 11:31:25,Cloud White / Grey Two / Core Black,Adidas,USD,https://www.adidas.com//us/swift-run-22-shoes/GW8175.html,INSTOCK
Ultraboost 5.0 DNA Shoes,64,, 134,4.5,2023-12-13 11:31:30,Cloud White / Cloud White / Beam Pink F22,Adidas,USD,https://www.adidas.com//us/ultraboost-5.0-dna-shoes/GX9762.html,INSTOCK
AE 1 With Love Basketball Shoes Kids,100,,,"(None,)",2023-12-13 11:31:34,Acid Orange / Core Black / Acid Red,Adidas,USD,https://www.adidas.com//us/ae-1-with-love-basketball-shoes-kids/IF1883.html,INSTOCK
Racer TR23 Wide Shoes Kids,55,, 46,4.5,2023-12-13 11:31:38,Core Black / Core Black / Grey Five,Adidas,USD,https://www.adidas.com//us/racer-tr23-wide-shoes-kids/IG4924.html,INSTOCK
Adizero SL Running Lightstrike Running Shoes Kids,81,, 14,4.4,2023-12-13 11:31:41,Core Black / Core Black / Carbon,Adidas,USD,https://www.adidas.com//us/adizero-sl-running-lightstrike-running-shoes-kids/IG7857.html,INSTOCK
Ownthegame 2.0 Shoes,60,, 290,4.8,2023-12-13 11:31:46,Grey Five / Matte Gold / Core Black,Adidas,USD,https://www.adidas.com//us/ownthegame-2.0-shoes/GZ3381.html,INSTOCK
NMD 360 Shoes,65,, 265,4.8,2023-12-13 11:31:49,Core Black / Cloud White / Scarlet,Adidas,USD,https://www.adidas.com//us/nmd-360-shoes/GY9148.html,INSTOCK
Adifom Climacool Shoes Kids,72,, 10,4.3,2023-12-13 11:31:53,Wonder Beige / Wonder Beige / Magic Beige,Adidas,USD,https://www.adidas.com//us/adifom-climacool-shoes-kids/IF6583.html,INSTOCK
D.O.N. Issue 5 Shoes,90,,,"(None,)",2023-12-13 11:31:55,Bright Cyan / Core Black / Blue Rush S22,Adidas,USD,https://www.adidas.com//us/d.o.n.-issue-5-shoes/IE8342.html,INSTOCK
Nizza Platform Shoes,42,, 47,4.9,2023-12-13 11:31:59,Almost Pink S22 / Pulse Lilac F22 / Wonder White F21,Adidas,USD,https://www.adidas.com//us/nizza-platform-shoes/GY7051.html,INSTOCK
Ozelia Shoes,56,, 428,4.8,2023-12-13 11:32:04,Cloud White / Cloud White / Cloud White,Adidas,USD,https://www.adidas.com//us/ozelia-shoes/H03132.html,INSTOCK
NMD_R1 Shoes Kids,108,, 15,4.5,2023-12-13 11:32:07,Chalk White / Core Black / Cloud White,Adidas,USD,https://www.adidas.com//us/nmd_r1-shoes-kids/IG3374.html,INSTOCK
OZMILLEN Shoes Kids,81,, 6,5.0,2023-12-13 11:32:10,Core Black / Grey Five / Grey Two,Adidas,USD,https://www.adidas.com//us/ozmillen-shoes-kids/IF6589.html,INSTOCK
Grand Court Court Elastic Lace and Top Strap Shoes,43,, 509,4.6,2023-12-13 11:32:12,Cloud White / Pulse Mint / Beam Pink,Adidas,USD,https://www.adidas.com//us/grand-court-court-elastic-lace-and-top-strap-shoes/HP8913.html,INSTOCK
Superstar Shoes,45,, 400,4.8,2023-12-13 11:32:16,Cloud White / Core Black / Cloud White,Adidas,USD,https://www.adidas.com//us/superstar-shoes/FU7717.html,INSTOCK
Adifom Climacool Shoes Kids,72,, 10,4.3,2023-12-13 11:32:21,Core Black / Core Black / Silver Metallic,Adidas,USD,https://www.adidas.com//us/adifom-climacool-shoes-kids/IF6586.html,INSTOCK
TERREX Trailmaker RAIN.RDY Hiking Shoes,90,, 130,4.6,2023-12-13 11:32:25,Wonder Steel F22 / Grey Three / Impact Orange F22,Adidas,USD,https://www.adidas.com//us/terrex-trailmaker-rain.rdy-hiking-shoes/IF5708.html,INSTOCK
AdiFOM Superstar 360 Shoes Kids,55,, 13,5.0,2023-12-13 11:32:27,Pulse Yellow / Pulse Yellow / Red,Adidas,USD,https://www.adidas.com//us/adifom-superstar-360-shoes-kids/IG0219.html,INSTOCK
Disney Water Sandals Kids,33,,,"(None,)",2023-12-13 11:32:31,Off White / Core Black / Cloud White,Adidas,USD,https://www.adidas.com//us/disney-water-sandals-kids/IF0929.html,INSTOCK
Trae Young 3 Basketball Shoes,120,,,"(None,)",2023-12-13 11:32:36,Wonder Beige / Grey Five / Wonder White,Adidas,USD,https://www.adidas.com//us/trae-young-3-basketball-shoes/IG0728.html,INSTOCK
Disney Breaknet 2.0 Shoes Kids,42,, 3,5.0,2023-12-13 11:32:43,Cloud White / Core Black / Scarlet,Adidas,USD,https://www.adidas.com//us/disney-breaknet-2.0-shoes-kids/ID8026.html,INSTOCK
OZMILLEN Shoes Kids,81,, 6,5.0,2023-12-13 11:32:45,Cloud White / Core Black / Off White,Adidas,USD,https://www.adidas.com//us/ozmillen-shoes-kids/IF6590.html,INSTOCK
NMD_V3 Shoes,75,, 4,4.8,2023-12-13 11:32:50,Grey Six / Matte Silver / Pulse Magenta F22,Adidas,USD,https://www.adidas.com//us/nmd_v3-shoes/HQ1667.html,INSTOCK
Barricade Tennis Shoes,70,, 110,4.7,2023-12-13 11:32:52,Bright Royal / Bright Red / Cloud White,Adidas,USD,https://www.adidas.com//us/barricade-tennis-shoes/IG9529.html,INSTOCK
Stan Smith CS Shoes,72,, 21,4.9,2023-12-13 11:32:56,Bliss Pink / Core White / Gum,Adidas,USD,https://www.adidas.com//us/stan-smith-cs-shoes/IG7675.html,INSTOCK
NMD_R1 Shoes,91,, 2,1.0,2023-12-13 11:33:00,Crystal White / Light Pink / Cloud White,Adidas,USD,https://www.adidas.com//us/nmd_r1-shoes/GX5733.html,INSTOCK
Stan Smith Shoes Kids,75,, 8,4.9,2023-12-13 11:33:01,Dark Blue / Core White / Dark Blue,Adidas,USD,https://www.adidas.com//us/stan-smith-shoes-kids/IG0572.html,INSTOCK
Superstar Shoes,45,, 446,4.9,2023-12-13 11:33:05,Core Black / Cloud White / Core Black,Adidas,USD,https://www.adidas.com//us/superstar-shoes/EF4843.html,INSTOCK
NMD_R1 Shoes,84,, 15,4.5,2023-12-13 11:33:08,Blue Fusion / Cloud White / Blue Fusion,Adidas,USD,https://www.adidas.com//us/nmd_r1-shoes/HQ1660.html,INSTOCK
Predator Accuracy.3 Firm Ground Soccer Cleats,49,, 176,4.8,2023-12-13 11:33:13,Core Black / Core Black / Cloud White,Adidas,USD,https://www.adidas.com//us/predator-accuracy.3-firm-ground-soccer-cleats/GW4610.html,INSTOCK
Pureboost 22 Running Boost Primeknit Running Shoes Kids,85,, 10,5.0,2023-12-13 11:33:18,Core Black / Silver Metallic / Carbon,Adidas,USD,https://www.adidas.com//us/pureboost-22-running-boost-primeknit-running-shoes-kids/IF5547.html,INSTOCK
X_PLRPHASE Shoes Kids,80,, 53,4.6,2023-12-13 11:33:19,Carbon / Green Spark / Ivory,Adidas,USD,https://www.adidas.com//us/x_plrphase-shoes-kids/ID8573.html,INSTOCK
Superstar Shoes,72,, 14,4.4,2023-12-13 11:33:25,Carbon / Core Black / Gold Metallic,Adidas,USD,https://www.adidas.com//us/superstar-shoes/ID4281.html,INSTOCK
X Crazyfast.1 Firm Ground Soccer Cleats,98,, 38,4.6,2023-12-13 11:33:27,Cloud White / Cloud White / Cloud White,Adidas,USD,https://www.adidas.com//us/x-crazyfast.1-firm-ground-soccer-cleats/IE4210.html,INSTOCK
Forum Mid Shoes,90,, 9,5.0,2023-12-13 11:33:28,Cloud White / Cloud White / Core Black,Adidas,USD,https://www.adidas.com//us/forum-mid-shoes/HQ6844.html,INSTOCK
Ubounce DNA Shoes Kids,75,,,"(None,)",2023-12-13 11:33:31,Grey Three / Grey Five / Grey Two,Adidas,USD,https://www.adidas.com//us/ubounce-dna-shoes-kids/IG1528.html,INSTOCK
Stan Smith CS Shoes,72,, 21,4.9,2023-12-13 11:33:37,Grey Two / Core White / Gum,Adidas,USD,https://www.adidas.com//us/stan-smith-cs-shoes/IG7684.html,INSTOCK
adidas x LEGO® Tech RNR Lace-Up Shoes,64,, 55,4.9,2023-12-13 11:33:42,Shock Blue / Cloud White / Eqt Yellow,Adidas,USD,https://www.adidas.com//us/adidas-x-lego-tech-rnr-lace-up-shoes/IG2884.html,INSTOCK
Monofit Boot Shoes Kids,55,, 49,4.6,2023-12-13 11:33:43,Bright Royal / Cloud White / Royal Blue,Adidas,USD,https://www.adidas.com//us/monofit-boot-shoes-kids/ID9662.html,INSTOCK
adidas Originals x Disney 101 Dalmatians Nizza Platform Shoes Kids,75,, 5,5.0,2023-12-13 11:33:49,Core Black / Carbon / Red,Adidas,USD,https://www.adidas.com//us/adidas-originals-x-disney-101-dalmatians-nizza-platform-shoes-kids/IF5145.html,INSTOCK
Monofit Slip-On Shoes,40,, 112,4.7,2023-12-13 11:33:53,Ivory S24 / Cloud White / Blue Burst S24,Adidas,USD,https://www.adidas.com//us/monofit-slip-on-shoes/ID3413.html,INSTOCK
Ozelia Elastic Lace Shoes Kids,70,,,"(None,)",2023-12-13 11:33:56,Putty Grey S24 / Putty Grey S24 / Putty Grey S24,Adidas,USD,https://www.adidas.com//us/ozelia-elastic-lace-shoes-kids/IE2803.html,INSTOCK
Predator Accuracy.3 Firm Ground Soccer Cleats,65,, 62,4.8,2023-12-13 11:33:58,Cloud White / Core Black / Lucid Lemon,Adidas,USD,https://www.adidas.com//us/predator-accuracy.3-firm-ground-soccer-cleats/IE9504.html,INSTOCK
Pureboost 22 Running Shoes,68,, 17,4.8,2023-12-13 11:34:03,Lucid Fuchsia / Cloud White / Pulse Mint,Adidas,USD,https://www.adidas.com//us/pureboost-22-running-shoes/GZ2595.html,INSTOCK
Predator Accuracy.3 Turf Soccer Shoes,65,, 33,4.7,2023-12-13 11:34:06,Bright Royal / Cloud White / Bliss Blue,Adidas,USD,https://www.adidas.com//us/predator-accuracy.3-turf-soccer-shoes/IE9452.html,INSTOCK
Superstar Shoes,60,, 80,4.8,2023-12-13 11:34:11,Cloud White / Cloud White / Cloud White,Adidas,USD,https://www.adidas.com//us/superstar-shoes/FV3143.html,INSTOCK
Trae Unlimited Basketball Shoes,70,, 7,4.7,2023-12-13 11:34:12,Wonder Beige / Grey Five / Wonder White,Adidas,USD,https://www.adidas.com//us/trae-unlimited-basketball-shoes/IG0701.html,INSTOCK
RunFalcon 3 Lace Shoes,55,, 221,4.7,2023-12-13 11:34:17,Cloud White / Core Black / Cloud White,Adidas,USD,https://www.adidas.com//us/runfalcon-3-lace-shoes/HP5844.html,INSTOCK
Rivalry Low Shoes Kids,80,, 3,5.0,2023-12-13 11:34:18,Wonder Silver / Core Black / Off White,Adidas,USD,https://www.adidas.com//us/rivalry-low-shoes-kids/IG5164.html,INSTOCK
Predator Accuracy.3 Turf Soccer Shoes,65,, 33,4.7,2023-12-13 11:34:23,Cloud White / Core Black / Lucid Lemon,Adidas,USD,https://www.adidas.com//us/predator-accuracy.3-turf-soccer-shoes/IE9450.html,INSTOCK
Copa Pure Injection.3 Firm Ground Soccer Cleats,55,, 3,5.0,2023-12-13 11:34:26,Core Black / Team Solar Yellow 2 / Grey Five,Adidas,USD,https://www.adidas.com//us/copa-pure-injection.3-firm-ground-soccer-cleats/IG0775.html,INSTOCK
AE 1 With Love Basketball Shoes Kids,80,,,"(None,)",2023-12-13 11:34:27,Acid Orange / Core Black / Acid Red,Adidas,USD,https://www.adidas.com//us/ae-1-with-love-basketball-shoes-kids/IF1871.html,INSTOCK
Cross 'Em Up Select Wide Basketball Shoes,65,, 7,4.7,2023-12-13 11:34:32,Core Black / Cloud White / Grey Three,Adidas,USD,https://www.adidas.com//us/cross-em-up-select-wide-basketball-shoes/IE9252.html,INSTOCK
ZX 2K Boost Shoes,72,, 189,4.8,2023-12-13 11:34:35,Acid Yellow S21 / Core Black / Cloud White,Adidas,USD,https://www.adidas.com//us/zx-2k-boost-shoes/FY2638.html,INSTOCK
Winterplay x Disney Shoes Kids,80,, 15,4.9,2023-12-13 11:34:38,Core Black / Cloud White / Better Scarlet,Adidas,USD,https://www.adidas.com//us/winterplay-x-disney-shoes-kids/IG7189.html,INSTOCK
Predator Accuracy.3 Firm Ground Soccer Cleats,49,, 176,4.8,2023-12-13 11:34:42,Cloud White / Cloud White / Core Black,Adidas,USD,https://www.adidas.com//us/predator-accuracy.3-firm-ground-soccer-cleats/FZ6108.html,INSTOCK
Front Court Shoes Kids,60,,,"(None,)",2023-12-13 11:34:48,Carbon / Solar Red / Grey Six,Adidas,USD,https://www.adidas.com//us/front-court-shoes-kids/ID6196.html,INSTOCK
adidas Nebzed x Disney Minnie Mouse Shoes Kids,48,, 28,4.4,2023-12-13 11:34:50,Bright Red / Cloud White / Better Scarlet,Adidas,USD,https://www.adidas.com//us/adidas-nebzed-x-disney-minnie-mouse-shoes-kids/IG5368.html,INSTOCK
RunFalcon 3 Lace Shoes,55,, 221,4.7,2023-12-13 11:34:54,Green Spark / Core Black / Putty Grey,Adidas,USD,https://www.adidas.com//us/runfalcon-3-lace-shoes/ID0594.html,INSTOCK
X_PLR Phase Shoes Kids,50,,,"(None,)",2023-12-13 11:34:56,Core Black / Core Black / Cloud White,Adidas,USD,https://www.adidas.com//us/x_plr-phase-shoes-kids/IG1524.html,INSTOCK
Disney Water Sandals Kids,35,,,"(None,)",2023-12-13 11:34:59,Off White / Core Black / Cloud White,Adidas,USD,https://www.adidas.com//us/disney-water-sandals-kids/IF0927.html,INSTOCK
Ownthegame 2.0 Basketball Shoes,60,, 290,4.8,2023-12-13 11:35:04,Core Black / Cloud White / Core Black,Adidas,USD,https://www.adidas.com//us/ownthegame-2.0-basketball-shoes/GW1552.html,INSTOCK
Stan Smith Shoes,72,, 148,4.9,2023-12-13 11:35:05,Core Black / Core Black / Cloud White,Adidas,USD,https://www.adidas.com//us/stan-smith-shoes/FX7523.html,INSTOCK
Adilette Aqua Slides,22,, 2426,4.7,2023-12-13 11:35:09,Core Black / Cloud White / Core Black,Adidas,USD,https://www.adidas.com//us/adilette-aqua-slides/F35556.html,INSTOCK
Copa Pure.3 Firm Ground Soccer Cleats,55,, 38,4.8,2023-12-13 11:35:12,Cloud White / Core Black / Lucid Lemon,Adidas,USD,https://www.adidas.com//us/copa-pure.3-firm-ground-soccer-cleats/HQ8989.html,INSTOCK
TERREX x LEGO® Captain Toey Sandals,56,, 38,4.9,2023-12-13 11:35:18,Bliss Orchid / Cloud White / Eqt Yellow,Adidas,USD,https://www.adidas.com//us/terrex-x-lego-captain-toey-sandals/IE4978.html,INSTOCK
Cross Em Up Select Mid Basketball Shoes Kids,55,,,"(None,)",2023-12-13 11:35:21,Grey Three / Cloud White / Core Black,Adidas,USD,https://www.adidas.com//us/cross-em-up-select-mid-basketball-shoes-kids/IF0828.html,INSTOCK
Forum Low Shoes,80,, 333,4.8,2023-12-13 11:35:25,Cloud White / Cloud White / Cloud White,Adidas,USD,https://www.adidas.com//us/forum-low-shoes/FY7973.html,INSTOCK
X_PLR Shoes,75,, 1371,4.7,2023-12-13 11:35:27,Core Black / Core Black / Core Black,Adidas,USD,https://www.adidas.com//us/x_plr-shoes/BY9879.html,INSTOCK
Kaptir 3.0 Shoes Kids,70,, 49,4.2,2023-12-13 11:35:33,Better Scarlet S23 / Core Black / Core Black,Adidas,USD,https://www.adidas.com//us/kaptir-3.0-shoes-kids/IG2484.html,INSTOCK
FortaRun 2.0 Cloudfoam Lace Shoes,60,, 154,4.8,2023-12-13 11:35:37,Spark S24 / Cloud White / Grey One,Adidas,USD,https://www.adidas.com//us/fortarun-2.0-cloudfoam-lace-shoes/IE1077.html,INSTOCK
UBOUNCE DNA C,65,,,"(None,)",2023-12-13 11:35:41,Semi Lucid Blue S23 / Grey Two / Core Black,Adidas,USD,https://www.adidas.com//us/ubounce-dna-c/IF6803.html,INSTOCK
